3.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.006612396240234375e+01,5.225689888000488281e+00,1.025017700195312500e+03,2.276539993286132812e+01,3.616476821899414062e+01
1.000000000000000000e+02,2.920016600131988525e+03,-1.455465943222513103e-01,-5.943761010085593655e-02,-4.681064605712890625e+01,5.121759891510009766e+00,1.025454467773437500e+03,2.168680000305175781e+01,3.624029159545898438e+01
1.300000000000000000e+03,3.931826020002365112e+03,-2.393367732029105799e-01,-9.699741875704140370e-02,-2.625222778320312500e+01,5.230889797210693359e+00,1.025006835937500000e+03,2.279380035400390625e+01,3.618311309814453125e+01
4.000000000000000000e+02,6.981111850023269653e+03,-5.715173206609116541e-01,-1.865239534330808135e-01,-2.484186363220214844e+01,5.233359813690185547e+00,1.024998535156250000e+03,2.281250000000000000e+01,3.618736267089843750e+01
5.000000000000000000e+02,9.300322839975357056e+03,-9.113461419075117309e-01,-2.873111536106628949e-01,-1.026357192993164062e+02,4.910990238189697266e+00,1.026459472656250000e+03,1.943210029602050781e+01,3.643629455566406250e+01
4.200000000000000000e+03,1.181479309010505676e+04,-1.257091072499286977e+00,-3.726138510670555237e-01,-5.394105911254882812e+01,5.101990222930908203e+00,1.025552978515625000e+03,2.148110008239746094e+01,3.625343322753906250e+01
7.000000000000000000e+02,1.401366916012763977e+04,-1.608702571045121932e+00,-4.668711554097867422e-01,-1.134971084594726562e+02,4.773190021514892578e+00,1.026782104492187500e+03,1.817720031738281250e+01,3.637385177612304688e+01
4.900000000000000000e+03,1.495783243012428284e+04,-1.760834916024767383e+00,-5.043441711174148079e-01,-7.831962585449218750e+01,5.000529766082763672e+00,1.026049804687500000e+03,2.037439918518066406e+01,3.636760711669921875e+01
5.200000000000000000e+03,1.968168377995491028e+04,-2.458381809070388613e+00,-5.586431299773463310e-01,-6.026685333251953125e+01,5.059360027313232422e+00,1.025719360351562500e+03,2.104599952697753906e+01,3.627751159667968750e+01
9.000000000000000000e+02,2.103687041997909546e+04,-2.675301152298619201e+00,-6.299838951905150086e-01,-5.096180725097656250e+01,5.147910118103027344e+00,1.025369018554687500e+03,2.196990013122558594e+01,3.620872879028320312e+01
5.800000000000000000e+03,2.246775937008857727e+04,-2.905958740876696478e+00,-6.356625805668333351e-01,-1.109654769897460938e+02,4.892910003662109375e+00,1.026567871093750000e+03,1.922830009460449219e+01,3.646047592163085938e+01
