position_key,unix_time,latitude,longitude,depth,conductivity,density,temperature,salinity
16369400,1435790556.53351,29.137748726593472,-94.61034387891034,-9.356316566467285,5.2758002281188965,1021.20751953125,27.306699752807617,33.066890716552734
16369500,1435794718.13251,29.13254850362366,-94.60577778940588,-12.663702011108398,5.381919860839844,1022.0394897460938,27.012100219726562,34.028812408447266
16369600,1435799683.37524,29.128128985947257,-94.59984190686606,-10.399192810058594,5.277919769287109,1021.2728271484375,27.248300552368164,33.12290573120117
16369700,1435804679.888,29.12585544868642,-94.59637635959821,-6.793801784515381,5.09473991394043,1019.6278686523438,28.05150032043457,31.29705238342285
16369800,1435808596.87903,29.127274303643468,-94.59055214239629,-6.317049980163574,5.09814977645874,1019.6963500976562,27.98710060119629,31.363374710083008
16369900,1435812822.19492,29.12880484337471,-94.58426947355363,-9.753602027893066,5.2240400314331055,1020.7836303710938,27.486600875854492,32.57721710205078
16370000,1435817001.81866,29.130318832007976,-94.5780547448405,-11.034846305847168,5.321280002593994,1021.5296020507812,27.220199584960938,33.44875717163086
16370100,1435821009.70157,29.131770610808253,-94.57209537949457,-13.776083946228027,5.352519989013672,1021.7957763671875,27.117300033569336,33.7431640625
16370200,1435826243.21817,29.135242946431028,-94.5649183213087,-14.024382591247559,5.341189861297607,1021.7274169921875,27.127700805664062,33.65528869628906
16370300,1435830246.86511,29.128648082483387,-94.5600326494004,-5.194695949554443,5.027140140533447,1019.326416015625,27.985000610351562,30.875965118408203
16370400,1435834090.67697,29.12231650111403,-94.55534202507867,-6.307117938995361,5.025619983673096,1019.2542114257812,28.06999969482422,30.809768676757812
16370500,1435837613.81766,29.11651313382957,-94.55104271750534,-14.064109802246094,5.317800045013428,1021.5439453125,27.196500778198242,33.440284729003906
16370600,1435841426.90503,29.110232162252952,-94.54638958642752,-9.306655883789062,5.04971981048584,1019.4574584960938,27.98819923400879,31.02817153930664
16370700,1435845098.47095,29.104184306832966,-94.54190915475138,-11.451993942260742,5.305850028991699,1021.45263671875,27.216400146484375,33.34238052368164
16370800,1435850515.40393,29.101632318008075,-94.53225037386014,-6.962649822235107,4.957600116729736,1018.7232666015625,28.299299240112305,30.196624755859375
16370900,1435854049.92184,29.097819442053165,-94.52836509593804,-13.597309112548828,5.305379867553711,1021.4346313476562,27.244800567626953,33.31814956665039
16371000,1435857972.54709,29.093587893651623,-94.52405319547884,-10.399192810058594,5.201260089874268,1020.6513671875,27.504600524902344,32.40517044067383
16371100,1435861826.98605,29.08942990152,-94.51981624803543,-6.555426597595215,4.897799968719482,1018.288330078125,28.460899353027344,29.68840217590332
16371200,1435865646.27832,29.085309824039275,-94.5156179351969,-9.366249084472656,5.128960132598877,1020.1375122070312,27.66160011291504,31.79402732849121
16371300,1435870955.07034,29.083400377945402,-94.50783408053022,-6.128336429595947,4.956240177154541,1018.5250244140625,28.534500122070312,30.038644790649414
16371400,1435874423.13123,29.0760763029115,-94.50475661666566,-10.667359352111816,5.22435998916626,1020.8602294921875,27.40220069885254,32.637969970703125
16371500,1435878169.43973,29.068164606587423,-94.50143224335817,-10.518377304077148,5.20373010635376,1020.7171020507812,27.442399978637695,32.46547317504883
16371600,1435881927.13736,29.060228857993575,-94.49809776365626,-12.037984848022461,5.278130054473877,1021.279541015625,27.24959945678711,33.12299346923828
16371700,1435885707.92398,29.052244348575584,-94.4947427954048,-12.177032470703125,5.270709991455078,1021.2207641601562,27.273099899291992,33.05400848388672
16371800,1435890822.58627,29.046901696556553,-94.48689271026521,-13.488056182861328,5.273550033569336,1021.242431640625,27.271699905395508,33.07463455200195
16371900,1435894447.78159,29.046994986037376,-94.48477915832639,-11.422197341918945,5.2296600341796875,1020.8942260742188,27.398700714111328,32.67736053466797
16372000,1435898002.19858,29.047086454134902,-94.48270687136355,-12.3756742477417,5.2522501945495605,1021.0685424804688,27.338300704956055,32.87805938720703
16372100,1435901627.15475,29.047179737461633,-94.48059345885085,-13.527785301208496,5.321380138397217,1021.5866088867188,27.166400909423828,33.48734664916992
16372200,1435905429.23984,29.04727757896155,-94.47837677707673,-7.66784143447876,4.978280067443848,1018.5737915039062,28.621599197387695,30.13266372680664
16372300,1435909285.66763,29.04737681889592,-94.4761284125896,-14.113771438598633,5.3505401611328125,1021.7647705078125,27.14259910583496,33.71071243286133
16372400,1435914770.02359,29.050258499196524,-94.46757238777408,-14.759344100952148,5.348639965057373,1021.7492065429688,27.152000427246094,33.690277099609375
16372500,1435919002.07642,29.04844437978794,-94.46451600250509,-10.289938926696777,5.017049789428711,1019.0469970703125,28.29210090637207,30.60607147216797
16372600,1435923274.52457,29.046612944450747,-94.46143044377108,-6.029012680053711,4.910299777984619,1018.2430419921875,28.595500946044922,29.689302444458008
