position_key,unix_time,latitude,longitude,depth,conductivity,density,temperature,salinity
300,1493224434.36023,28.157813697229116,-84.9003047319505,-30.066123962402344,5.225689888000488,1025.0177001953125,22.765399932861328,36.16476821899414
100,1493227354.37683,28.156953455690484,-84.90241131247356,-46.810646057128906,5.12175989151001,1025.4544677734375,21.686800003051758,36.240291595458984
1300,1493228366.18625,28.15640985194306,-84.9037687922896,-26.252227783203125,5.230889797210693,1025.0068359375,22.793800354003906,36.18311309814453
400,1493231415.47208,28.155114132888958,-84.90857663458006,-24.84186363220215,5.2333598136901855,1024.99853515625,22.8125,36.18736267089844
500,1493233734.68307,28.153655438032157,-84.91349517478602,-102.6357192993164,4.910990238189697,1026.45947265625,19.432100296020508,36.43629455566406
4200,1493236249.15332,28.152420850645743,-84.9184993422839,-53.94105911254883,5.101990222930908,1025.552978515625,21.48110008239746,36.25343322753906
700,1493238448.02939,28.15105666308206,-84.92358842003232,-113.49710845947266,4.773190021514893,1026.7821044921875,18.177200317382812,36.37385177612305
4900,1493239392.19266,28.150514315490447,-84.92579031995552,-78.31962585449219,5.000529766082764,1026.0498046875,20.374399185180664,36.36760711669922
5200,1493244116.04401,28.149728445738344,-84.93588632189673,-60.26685333251953,5.059360027313232,1025.7193603515625,21.04599952697754,36.27751159667969
900,1493245471.23065,28.14869592963398,-84.93902592173174,-50.96180725097656,5.147910118103027,1025.3690185546875,21.969900131225586,36.2087287902832
5800,1493246902.1196,28.148613741924258,-84.94236436318316,-110.9654769897461,4.892910003662109,1026.56787109375,19.228300094604492,36.46047592163086
5900,1493250924.42154,28.148501401298567,-84.9488516067312,-149.3534698486328,4.506750106811523,1027.2276611328125,15.936200141906738,36.04095458984375
6000,1493252473.87012,28.1485393264384,-84.95319145633228,-131.12826538085938,4.743959903717041,1027.0054931640625,17.80940055847168,36.4438362121582
6100,1493254100.33371,28.14857913663772,-84.95774701706102,-82.83753204345703,4.992080211639404,1026.040771484375,20.347299575805664,36.32012176513672
6200,1493255675.79926,28.14861769858265,-84.96215973754313,-26.431005477905273,5.229410171508789,1024.9202880859375,22.879499435424805,36.10076141357422
6300,1493257239.99991,28.148655984801426,-84.96654090612994,-64.4078140258789,5.034110069274902,1025.7386474609375,20.874900817871094,36.2175407409668
1600,1493258439.88132,28.14644766961014,-84.96678832598559,-22.497859954833984,5.260009765625,1024.900634765625,23.080299377441406,36.174041748046875
6400,1493260499.86884,28.145944167322657,-84.97178746055341,-84.28721618652344,4.988770008087158,1025.9749755859375,20.40250015258789,36.24513244628906
6500,1493262030.6044,28.14747024650295,-84.97513524770552,-30.403804779052734,5.256899833679199,1024.958740234375,23.03219985961914,36.18686294555664
6600,1493263617.84595,28.146675381381755,-84.9790657147559,-103.69807434082031,4.905700206756592,1026.463134765625,19.396699905395508,36.42269515991211
6700,1493265160.4928,28.14590284856555,-84.98288575251887,-179.55648803710938,4.394589900970459,1027.5308837890625,14.905699729919434,35.95547103881836
6800,1493266728.78256,28.145117474211073,-84.98676928941107,-111.10447692871094,4.908209800720215,1026.5284423828125,19.376300811767578,36.45870590209961
6900,1493268306.04654,28.14432760570001,-84.99067504911054,-32.71792221069336,5.282660007476807,1025.0660400390625,23.090599060058594,36.33744812011719
2200,1493269257.67694,28.143851044453676,-84.99303155995275,-22.31907844543457,5.298709869384766,1024.8695068359375,23.361000061035156,36.242027282714844
7000,1493271132.08197,28.141632996190456,-84.99906742530514,-112.8617172241211,4.873660087585449,1026.70068359375,18.96150016784668,36.53278350830078
7100,1493272741.88733,28.14193144735536,-84.9997466950449,-23.93803596496582,5.241720199584961,1024.784912109375,23.09589958190918,36.0191764831543
7200,1493274279.31979,28.140715207999566,-85.00447503899909,-103.33070373535156,4.938819885253906,1026.3468017578125,19.746599197387695,36.39327621459961
7300,1493275844.82077,28.139476764061115,-85.00928970716542,-170.15760803222656,4.449979782104492,1027.48681640625,15.328200340270996,36.07603454589844
7400,1493277419.97507,28.13823068354666,-85.01413406386123,-61.825923919677734,5.176080226898193,1025.54736328125,22.00860023498535,36.395381927490234
2800,1493278299.06268,28.137535250755263,-85.01683768089111,-190.28480529785156,4.356359958648682,1027.611083984375,14.576899528503418,35.90289306640625
7500,1493278963.45303,28.137009661679084,-85.01888100066935,-92.6375732421875,4.984059810638428,1026.0352783203125,20.342500686645508,36.255027770996094
2900,1493279569.14102,28.13653051114181,-85.02074378247728,-33.0655403137207,5.282060146331787,1025.026611328125,23.13129997253418,36.299034118652344
7600,1493281786.7785,28.13651007521441,-85.02645475787003,-119.3842544555664,4.857210159301758,1026.7330322265625,18.841899871826172,36.49711227416992
7700,1493283326.17422,28.13429130079914,-85.02948632316951,-35.34983444213867,5.268919944763184,1025.0943603515625,22.98349952697754,36.318626403808594
7800,1493284889.1572,28.13355859009164,-85.03445900128428,-149.90933227539062,4.7126898765563965,1027.0474853515625,17.62540054321289,36.33088302612305
3300,1493285820.33115,28.133122065110253,-85.03742155962995,-26.89781379699707,5.264579772949219,1024.8519287109375,23.1825008392334,36.12382125854492
7900,1493286457.00751,28.132823597631486,-85.03944716493972,-140.1517333984375,4.7463297843933105,1026.9903564453125,17.881999969482422,36.39582824707031
3400,1493287378.17639,28.132391762919433,-85.04237789189625,-127.99128723144531,4.778950214385986,1026.858642578125,18.199499130249023,36.3977165222168
8000,1493288014.00879,28.132093691085533,-85.04440081208817,-28.407482147216797,5.277969837188721,1024.8648681640625,23.260900497436523,36.16229248046875
3500,1493288945.54263,28.131656997393495,-85.04736451542021,-155.45794677734375,4.674220085144043,1027.1541748046875,17.26099967956543,36.321231842041016
8100,1493289608.94095,28.131346002945953,-85.04947513734407,-166.21728515625,4.649889945983887,1027.195068359375,17.08989906311035,36.258277893066406
3600,1493290487.43771,28.130934172489013,-85.05227010168572,-24.583627700805664,5.277830123901367,1024.8514404296875,23.25749969482422,36.16532516479492
8200,1493292692.26599,28.131335124950944,-85.0548617431008,-121.02230834960938,4.903090000152588,1026.6624755859375,19.240999221801758,36.53080368041992
3700,1493293350.798,28.130266409287284,-85.05799753251999,-214.11131286621094,4.3338799476623535,1027.736572265625,14.376199722290039,35.87075424194336
8300,1493294267.48422,28.129428053648052,-85.0596325617099,-68.2607192993164,5.16254997253418,1025.587646484375,21.90519905090332,36.37293243408203
3800,1493294955.64008,28.129879872794366,-85.06222463228315,-69.42252349853516,5.165430068969727,1025.6068115234375,21.90839958190918,36.39265823364258
3900,1493296300.51736,28.12910632840283,-85.06519948086974,-153.3933563232422,4.680840015411377,1027.0994873046875,17.357900619506836,36.292686462402344
4000,1493297865.03137,28.128858745790385,-85.06948348534043,-128.51744079589844,4.835050106048584,1026.8465576171875,18.606700897216797,36.51409149169922
4100,1493299409.02948,28.128614409799837,-85.07371131243019,-57.575687408447266,5.1698198318481445,1025.490478515625,22.01059913635254,36.34566116333008
8700,1493300536.09735,28.12843605255616,-85.0767974872699,-152.23202514648438,4.700839996337891,1027.1099853515625,17.48430061340332,36.353633880615234
8800,1493303628.07068,28.127991221268733,-85.08236408521185,-108.63239288330078,4.956349849700928,1026.4107666015625,19.820499420166016,36.47219467163086
8900,1493305171.05737,28.127874926909445,-85.08583087228988,-103.43000030517578,4.991099834442139,1026.24169921875,20.214799880981445,36.41868591308594
9000,1493306743.50693,28.127606561247074,-85.08981214265333,-178.2960662841797,4.534749984741211,1027.423095703125,16.061199188232422,36.16615676879883
9100,1493308284.73303,28.127343524411888,-85.09371435855972,-40.4149169921875,5.245920181274414,1025.1473388671875,22.80069923400879,36.289527893066406
4700,1493308994.35992,28.12722241433367,-85.09551105624773,-103.99591827392578,5.033959865570068,1026.228271484375,20.519899368286133,36.50593185424805
4800,1493309992.75143,28.127052021585374,-85.0980388744229,-205.6170654296875,4.35168981552124,1027.6656494140625,14.550700187683105,35.87758255004883
9300,1493311450.71573,28.12680319481181,-85.101730280583,-63.176456451416016,5.189169883728027,1025.4798583984375,22.173099517822266,36.36016082763672
9400,1493314294.29794,28.12531595663209,-85.10969472044822,-106.27940368652344,5.033269882202148,1026.246826171875,20.505399703979492,36.511959075927734
9500,1493315866.1647,28.12647184516117,-85.11088916288085,-126.1051254272461,4.896420001983643,1026.658447265625,19.221799850463867,36.48985290527344
5300,1493317513.59778,28.125699734912413,-85.11580490257909,-165.23468017578125,4.631189823150635,1027.2711181640625,16.869400024414062,36.29342269897461
5400,1493319077.91296,28.12496657991152,-85.12047262865661,-71.66670227050781,5.150619983673096,1025.6331787109375,21.792800903320312,36.3717155456543
5500,1493320651.18173,28.12422922860219,-85.12516707107417,-213.55563354492188,4.29511022567749,1027.813232421875,13.993599891662598,35.8656120300293
5600,1493322191.23334,28.123507445336553,-85.12976239752932,-33.93953323364258,5.286980152130127,1025.0726318359375,23.116500854492188,36.34904861450195
5700,1493322851.77979,28.1231978639085,-85.13173338770612,-93.38223266601562,5.107709884643555,1025.884765625,21.334400177001953,36.409339904785156
10000,1493325169.06702,28.123852571948575,-85.13831672146092,-96.65874481201172,5.099939823150635,1025.99169921875,21.181900024414062,36.47556686401367
10100,1493326751.30197,28.12350282309866,-85.13889060803297,-160.1131134033203,4.675950050354004,1027.1336669921875,17.315900802612305,36.28514862060547
10200,1493328320.44534,28.122977669914654,-85.14443857880147,-123.10706329345703,4.913300037384033,1026.676025390625,19.305599212646484,36.55872344970703
10300,1493329864.51416,28.12246090855338,-85.14989789431927,-145.9487762451172,4.787539958953857,1026.9072265625,18.286699295043945,36.38673400878906
10400,1493331420.98807,28.121939995533552,-85.15540106995442,-130.33409118652344,4.890389919281006,1026.741943359375,19.109399795532227,36.536495208740234
10500,1493332974.57037,28.12142005024527,-85.16089402200815,-136.3597412109375,4.870910167694092,1026.7578125,18.984699249267578,36.48020935058594
10600,1493336112.15472,28.12214972070117,-85.16697018566072,-161.07589721679688,4.729849815368652,1027.1239013671875,17.714500427246094,36.395206451416016
10700,1493337689.15393,28.120854756691365,-85.1694200122595,-92.33971405029297,5.135570049285889,1025.7730712890625,21.63409996032715,36.3785400390625
10800,1493339252.98846,28.12080275066872,-85.17480885371455,-195.34605407714844,4.565120220184326,1027.4730224609375,16.30579948425293,36.207611083984375
10900,1493340796.59995,28.120751417171878,-85.18012800833843,-99.40897369384766,5.102019786834717,1025.9366455078125,21.26729965209961,36.418540954589844
